file_name,summary,court,petitioners,respondents,judges,date,org,gpe,provisions,statutes,precedents,key_facts,type_of_case,decision
M_S_Pooja_Medical_Store_Unnao_Thru_vs_State_Of_U_P_Thru_Prin_Secy_Food_on_4_August_2021.PDF,"Case overview
- The case is titled M/S Pooja Medical Store, Unnao Thru. Proprietor Rakesh Kumar vs State Of U.P. Thru. Prin. Secy. Food Safety & Drug Admin, Lucknow & Ors.
- It was heard in the High Court of Judicature at Allahabad, Lucknow Bench on 4 August 2021.

Key facts
- The petitioner challenged an order dated 16.03.2021 passed by the Adjudicating Officer/Additional District Magistrate, District-Unnao.
- The challenge was made under Article 226 of the Constitution of India.
- The order was issued under Section 26(2) read with Section 52(i) and Section 68 of the Food Safety and Standards Act, 2006.

Legal issues and arguments
- The court noted that the order is appealable before the appellate tribunal constituted under Section 70 of the Food Safety and Standards Act, 2006, as per Regulation 3.3.1 of the Food Safety and Standards Rules, 2011.
- The appeal must be filed within sixty days, but the petitioner had missed this deadline.
- The petitioner argued for the application of the Limitation Act, 1963, to extend the time for filing the appeal.

Court's reasoning
- The court referenced Section 71(5) of the Food Safety and Standards Act, 2006, which states that the provisions of the Limitation Act, 1963, apply to appeals made to the tribunal unless otherwise provided.
- The court found no provision in the relevant sections of the Food Safety and Standards Act that would exclude the application of the Limitation Act.
- Since the petitioner had not exhausted the remedy of appeal, the court determined that the writ petition should be dismissed.

Decision or judgment
- The writ petition was dismissed, but the court granted the petitioner the liberty to file an appeal along with an application for condonation of delay under Section 5 of the Limitation Act, 1963.","High Court of Judicature at Allahabad, Lucknow Bench","['M/S Pooja Medical Store, Unnao Thru. Proprietor Rakesh Kumar']","['State Of U.P. Thru. Prin. Secy. Food Safety & Drug Admin, Lko. & Ors']","['Rajan Roy', 'Ravi Nath Tilhari']",04-08-2021,[],"['Unnao', 'Lucknow']","['Section 26(2) of Food Safety and Standards Act, 2006', 'Section 52(i) of Food Safety and Standards Act, 2006', 'Section 68 of Food Safety and Standards Act, 2006', 'Section 70 of Food Safety and Standards Act, 2006', 'Section 71(5) of Food Safety and Standards Act, 2006', 'Regulation 3.3.1 of Food Safety and Standards Rules, 2011', 'Section 5 of Limitation Act, 1963']","['Food Safety and Standards Act, 2006', 'Limitation Act, 1963']",[],"The petition challenges an order passed by the Adjudicating Officer under the Food Safety and Standards Act, 2006. The petitioner did not file an appeal within the stipulated time but is allowed to file an appeal with a request for condonation of delay.",Writ Petition,dismissed
M_S_Shri_Jagdish_Farsan_Mart_vs_Adjudicating_Officer_And_Resident_on_26_June_2018.PDF,"Case overview
- The case involves M/S Shri Jagdish Farsan Mart as the petitioner against the Adjudicating Officer and Resident Additional Collector as the respondents. 
- The appeal is filed under section 71(6) of the Food Safety and Standard Act, 2006.
- The appeal is against an order from the Food Safety Appellate Tribunal, State of Gujarat, in Appeal No. 43/2017, which arose from a penalty order dated 13.02.2017 in Food Safety Case No. 31/2016.

Key facts
- The penalty imposed by the Adjudicating Officer was challenged by the appellants.
- The appeal was admitted by the High Court of Gujarat on 26 June 2018.

Legal issues and arguments
- The appellants sought a stay on the implementation, execution, and operation of the orders from the Food Safety Appellate Tribunal and the Adjudicating authority.
- The specific relief requested was outlined in para 5(A) of the civil application.

Court's reasoning
- The court considered the arguments presented by the learned counsel for the appellants and reviewed the materials on record.
- The court decided to stay the operation of the impugned orders until the final disposal of the appeal, contingent upon the deposit of the penalty amount.

Decision or judgment
- The court ordered that the impugned order from the Food Safety Appellate Tribunal dated 01.05.2018 shall remain stayed until the appeal is resolved, provided the appellants deposit the penalty amount of Rs. 50,000/- with the court's Registry within two weeks.
- If the penalty is not deposited within the stipulated time, the interim order will automatically be vacated.",High Court of Gujarat,['M/S Shri Jagdish Farsan Mart'],"['Adjudicating Officer', 'Resident Additional Collector']",['J.B. Pardiwala'],26-06-2018,[],"['Gujarat', 'Surat', 'Gandhinagar']","['Section 71(6) of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"This appeal is against an order passed by the Food Safety Appellate Tribunal, State of Gujarat, regarding a penalty imposed by the Adjudicating Officer. The appeal has been admitted and a stay on the implementation of the impugned orders has been granted pending final hearing.",First Appeal,
M_S_Shri_Jagdish_Farsan_Mart_vs_Adjudicating_Officer_And_Resident_on_6_August_2018.PDF,"Case overview
- The case is a First Appeal under Section 71(6) of the Food Safety and Standards Act, 2006, filed by M/s Shri Jagdish Farsan Mart against the order dated 01/05/2018 of the Food Safety Appellate Tribunal, Gujarat, which modified a penalty imposed by the Adjudicating Officer.

Key facts
- The appellants are manufacturers of farsans under the name M/s Jagdish Farsan Mart, located in Bharuch.
- A sample of their product, ""Super Jagdish Chavana 500 gms Co. Pack Batch No.3,"" was taken on 29/03/2016 from Kharodiya Super Store.
- The Food Analyst's report dated 19/04/2016 declared the sample as ""misbranded"" due to non-compliance with labeling regulations, specifically the absence of a manufacturing date.
- The Adjudicating Officer imposed a penalty of Rs.50,000 on each appellant on 13/02/2017.
- The Tribunal modified the penalty to a joint penalty of Rs.50,000 for all appellants on 01/05/2018.

Legal issues and arguments
- The appellants challenged the Tribunal's order, arguing that the Food Analyst's report should not have been admitted without proof, that the misbranding definition was not met, and that the penalty was excessive under Section 49 of the Act.
- The respondents contended that the Tribunal's decision was correct and that the appellants' arguments lacked merit.

Court's reasoning
- The court found that the Food Analyst's report is a public document and does not require additional proof unless challenged through proper channels, which the appellants failed to do.
- The court clarified that misbranding can occur without artificial additives if labeling does not comply with regulations, specifically regarding the manufacturing date for products with a short shelf life.
- The court upheld the Tribunal's decision on the penalty, stating that the penalty was within the limits set by the Act and that the appellants' claims regarding unfair advantage or loss were insufficient to warrant a reduction.

Decision or judgment
- The First Appeal was dismissed, affirming the Tribunal's order. The penalty of Rs.50,000 was to be disbursed to the Adjudicating Officer.",High Court of Gujarat,['M/S Shri Jagdish Farsan Mart'],"['Adjudicating Officer', 'Resident Additional Collector']",['J.B. Pardiwala'],06-08-2018,[],"['Gujarat', 'Bharuch', 'Surat', 'Bhuj']","['Section 3(1)(zf) of Food Safety and Standards Act, 2006', 'Section 49 of Food Safety and Standards Act, 2006', 'Section 52 of Food Safety and Standards Act, 2006', 'Section 68 of Food Safety and Standards Act, 2006', 'Section 71 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The appellants, manufacturers of farsans, were found guilty of misbranding their product due to a labeling violation regarding the date of manufacture. They were penalized by the Adjudicating Officer and appealed to the Food Safety Tribunal, which modified the penalty. The appellants challenged this modification in the High Court.",First Appeal,in favour of respondent
M_S_Swagat_And_Utsav_Lawn_Thru_vs_Learned_Food_Safety_Appellate_Addl_on_12_February_2024.PDF,"Case overview
- The case is titled M/S Swagat And Utsav Lawn Thru. vs Learned Food Safety Appellate/Addl. District Judge-Vi, Lucknow and was heard on 12 February 2024 by Hon'ble Jaspreet Singh in the High Court of Judicature at Allahabad, Lucknow Bench.

Key facts
- The petitioner is M/S Swagat And Utsav Lawn, represented by its proprietor Mr. Alok Chaudhary.
- The petitioner filed a petition under Article 227 of the Constitution of India, challenging an order passed by the Food Safety Appellate Authority.
- The State-respondents contended that the petition should have been filed under Article 226 instead of Article 227.
- The petitioner argued that the order was appealable under Section 70 of The Food Safety and Standards Act, 2006, and that the appeal was pending without resolution.
- The petitioner has already deposited Rs. 40,000 with Tehsil Authorities as a penalty, which is being sought to be recovered despite the pending appeal.

Legal issues and arguments
- The main legal issue revolves around the maintainability of the petition under Article 227 versus Article 226.
- The petitioner seeks an expeditious decision on the pending appeal and consideration of an application for interim relief due to the ongoing recovery efforts by the Tehsil Authorities.
- The learned Standing Counsel for the State-respondents expressed no objection to the petitioner's requests for expeditious handling of the appeal and interim relief.

Court's reasoning
- The Court noted that the appeal is pending and the next hearing is scheduled for 01 March 2024.
- It emphasized that keeping the petition pending would not serve any useful purpose and that justice would be better served by directing the Appellate Authority to expedite the appeal process.
- The Court instructed that the Appellate Authority should hear the parties without unnecessary adjournments and consider any application for interim relief made by the petitioner within ten days of its submission.
- The Court clarified that it has not examined the merits of the case and that the Appellate Authority must decide the appeal and interim relief application according to the law.

Decision or judgment
- The petition was disposed of with directions for the expeditious handling of the pending appeal and consideration of interim relief applications.","High Court of Judicature at Allahabad, Lucknow Bench",['M/S Swagat And Utsav Lawn Thru. Proprietor Mr. Alok Chaudhary'],"['Learned Food Safety Appellate/Addl. District Judge-Vi, Lko. And 3 Others']",['Jaspreet Singh'],12-02-2024,[],[],"['Section 70 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006']",[],"The petitioner challenges the maintainability of the petition under Article 227 of the Constitution of India, arguing that the order was passed by a Tribunal-like authority. The petitioner seeks expeditious disposal of their appeal pending before the Food Safety Appellate Authority, as recovery actions are being taken despite the appeal being under consideration.",Matters under Article 227,in favour of petitioner
M_S_Tapan_Agro_Industries_Private_vs_State_Of_U_P_on_10_December_2020.PDF,"Case overview
- The case is a first appeal from order defective No. 604 of 2020, filed by M/S Tapan Agro Industries Private Limited against the State of U.P.
- The appeal challenges an order dated 12.11.2020 from the Food Safety Appellate Tribunal/District Judge, Agra.

Key facts
- The Tribunal had stayed a penalty order imposed by the Adjudication Officer/Additional District Magistrate, Mathura, on the condition that the appellant company deposits 80% of the penalty.

Legal issues and arguments
- The appellant's counsel, Neeraj Rai and Prateek Rai, presented the case, while the State was represented by Sri S.D. Ojha.
- The appeal was heard without delving into the merits of the case.

Court's reasoning
- The court directed the appellant to deposit 50% of the penalty imposed, with the remaining 30% to be secured by providing security.
- The court granted a deadline for the deposit of the 50% penalty until 28.2.2021.

Decision or judgment
- The appeal was partly allowed, modifying the conditions set by the Tribunal regarding the penalty deposit.",High Court of Judicature at Allahabad,['M/S Tapan Agro Industries Private Limited'],['State of U.P.'],['Dr. Kaushal Jayendra Thaker'],10-12-2020,[],"['Uttar Pradesh', 'Agra', 'Mathura']",[],[],[],"The appeal challenges the order dated 12.11.2020 by the Food Safety Appellate Tribunal staying a penalty order, requiring the appellant to deposit 80% of the penalty. The court directed the appellant to deposit 50% of the penalty by 28.2.2021 and allowed the appeal partly.",First Appeal from Order Defective,partly allowed
M_S_Three'S_Foods_Pvt_Ltd_vs_Food_Safety_Officer_on_24_February_2020.PDF,"Case overview
- The case involves M/s Three's Foods Pvt. Ltd., M/s Holyland Marketing (P) Ltd., and M/s Bercos Restaurant as appellants against the Food Safety Officer, Department of Food Safety, GNCT of Delhi. 
- The appeal was filed on 17.03.2015, with arguments heard on 19.02.2020 and judgment delivered on 24.02.2020.

Key facts
- The Food Safety Officer collected a sample of 'White Vinegar (Non Fruit)' on 24.12.2013, which was found to be sub-standard due to acidity being below the required minimum of 3.75% as per the Food Safety and Standards Act, 2006 (FSS Act, 2006).
- The sample was manufactured by M/s Three's Foods Pvt. Ltd., sold to M/s Holyland Marketing (P) Ltd., and then to M/s Bercos Restaurant.
- The Adjudicating Officer imposed penalties of Rs. 2,00,000 on M/s Three's Foods Pvt. Ltd., Rs. 2,00,000 on M/s Holyland Marketing (P) Ltd., and Rs. 1,00,000 on M/s Bercos Restaurant on 10.12.2014.

Legal issues and arguments
- The appellants challenged the penalties on several grounds, including:
  i) The Food Analyst's report indicated compliance with packaging regulations.
  ii) The Adjudicating Officer incorrectly relied on the FSO's findings regarding misbranding.
  iii) The report's findings on labeling were issued beyond the permissible time frame.
  iv) The appellants argued that they could not be punished for misbranding as the Food Analyst's report did not indicate such.
  v) The defense of due diligence was ignored, as the food was sold in the same condition.
  vi) The penalty was excessive given the marginal deficiency in acetic acid.

Court's reasoning
- The court noted that the Food Analyst's report confirmed the sample was sub-standard due to low acidity but complied with labeling regulations.
- The court acknowledged the defense of due diligence under Section 80(B) of the FSS Act, stating that the manufacturer and distributor sold the product in the same condition.
- However, the court emphasized the importance of disclosing the manufacturer's identity for consumer protection, which was not done in this case.

Decision or judgment
- The appeal was partly allowed: M/s Holyland Marketing (P) Ltd. and M/s Bercos Restaurant were acquitted of the sub-standard offense under Section 51 of the FSS Act, 2006.
- M/s Three's Foods Pvt. Ltd. was convicted for the sub-standard offense and fined Rs. 1,00,000.
- All three appellants were convicted for misbranding under Section 52 of the FSS Act, 2006, with a fine of Rs. 75,000 each.
- The record of the Adjudicating Officer was ordered to be sent back, and the appeal file was consigned to the Record Room.","District & Sessions Judge / Appellate Tribunal, PHC, New Delhi","[""M/s Three's Foods Pvt. Ltd."", 'M/s Holyland Marketing (P) Ltd.', 'M/s Bercos Restaurant']","['Food Safety Officer', 'Department of Food Safety, GNCT of Delhi']",['Sh. Dinesh Kumar Sharma'],24-02-2020,[],"['Delhi', 'New Delhi', 'Ghaziabad']","['Section 26 of Food Safety and Standards Act, 2006', 'Section 51 of Food Safety and Standards Act, 2006', 'Section 52 of Food Safety and Standards Act, 2006', 'Section 80 of Food Safety and Standards Act, 2006', 'Section 80(B)(2)(d) of Food Safety and Standards Act, 2006', 'Section 80(B)(2)(e) of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006', 'Food Safety and Standards (Packaging and Labelling) Regulations, 2011', 'Food Safety and Standards (Food Products Standards and Food Additives) Regulations, 2011']",[],"The appellants challenged a penalty imposed by the Adjudicating Officer for sub-standard food. The Food Safety Officer found the acidity of a food sample below the required limit. The appellants argued that the Food Analyst's report did not indicate misbranding and that they had sold the food in the same condition. The court found M/s Three's Foods Pvt. Ltd. guilty of sub-standard food and misbranding, while acquitting the other two appellants.",Appeal,in favour of respondent
M_S_Unik_Traders_vs_The_Additional_Commissioner_Of_Customs_on_29_November_2021.PDF,"Case overview: The case involves M/s. Unik Traders challenging the actions of the Additional Commissioner of Customs and other officials regarding the detention of Arecanuts imported from Myanmar. The petitioner seeks a writ of mandamus to release the goods and issue a detention certificate for waiver of demurrage charges.

Key facts: 
- The petitioner filed three Bills of Entry for Arecanuts, with the first dated 22.09.2021 and two dated 29.09.2021, covering 16 containers.
- The goods were provisionally assessed after the petitioner executed a Test Bond.
- The Directorate of Revenue Intelligence (DRI) intervened, halting further assessment and clearance.
- The petitioner claims to incur significant demurrage and detention charges due to the delay in clearance.
- The petitioner is a registered importer with a valid Import and Export Code and has been in the spice business for over two decades.

Legal issues and arguments:
- The petitioner argues that the DRI officials (third and fourth respondents) lack jurisdiction to interfere with the assessment process, which should be handled by the proper officers (first and second respondents).
- The petitioner contends that the imported Arecanuts are not prohibited goods and that the delay in clearance is unjustified.
- The respondents argue that the goods are misclassified and fall under a prohibited category as per the Ministry of Commerce notification.

Court's reasoning:
- The court noted that the proper officers under the Customs Act are the first and second respondents, who are responsible for assessing the Bills of Entry.
- The DRI officials do not have the authority to impede the assessment process initiated by the proper officers.
- The court emphasized that the classification of goods and determination of whether they are prohibited must be made by the proper officers.
- The court referred to previous judgments, including the Supreme Court's ruling in Canon India Pvt. Ltd. vs. Commissioner of Customs, which clarified the authority of proper officers.

Decision or judgment:
- The court directed the first and second respondents to complete the assessment of the Bills of Entry within 15 days and to make a determination regarding the classification and potential confiscation of the goods within 30 days thereafter.
- The court allowed the possibility for the petitioner to re-export the goods if they are deemed prohibited, to mitigate losses.
- The writ petition was disposed of with these directions, and no costs were awarded.",High Court of Judicature at Madras,['M/s.Unik Traders'],"['The Additional Commissioner of Customs', 'The Assistant Commissioner of Customs', 'The Principal Additional Director General', 'The Intelligence Officer']",['C.Saravanan'],29-11-2021,"['Food Safety and Standards Authority of India', 'Ministry of Commerce, Government of India', 'Directorate of Revenue Intelligence']","['Bangalore', 'Chennai', 'Mumbai', 'Nagpur', 'Maharashtra']","['Section 2(34) of Customs Act, 1962', 'Section 18 of Customs Act, 1962', 'Section 110 of Customs Act, 1962', 'Section 111 of Customs Act, 1962', 'Section 124 of Customs Act, 1962', 'Section 3 of Foreign Trade (Development and Regulation) Act, 1992', 'Section 11 of Customs Act, 1962']","['Customs Act, 1962', 'Customs Tariff Act, 1975', 'Foreign Trade (Development and Regulation) Act, 1992', 'Food Safety and Standards Act, 2006']","['Canon India Private Limited Vs. Commissioner of Customs', 'Commissioner of Customs Vs. Sayed Ali', 'Global Metro Vs. The Commissioner of Customs', 'Ayush Business Overseas Limited Vs. Commissioner of Customs Chennai', 'Union of India vs Agrocas Llp']","The petitioner, M/s.Unik Traders, imported Arecanuts from Myanmar and filed three Bills of Entry for assessment. The Directorate of Revenue Intelligence intervened, stalling the clearance of the goods, leading to financial losses for the petitioner due to demurrage charges. The respondents claimed the goods were prohibited under certain notifications, while the petitioner argued for provisional release based on prior circulars and the nature of the goods.",Writ Petition,in favour of appellant
M_S_Varun_Beverages_Ltd_vs_State_Of_Rajasthan_on_2_July_2021 (1).PDF,"Case overview
- The case is M/S Varun Beverages Ltd vs State Of Rajasthan, decided on 2 July 2021 by the High Court of Judicature for Rajasthan, Bench at Jaipur. 
- The petitioners include M/S Varun Beverages Ltd and its representatives, along with individuals associated with M/S Chitransh Agency.

Key facts
- The petitioners were found guilty of violating sub-section 2(ii) of Section 26 of the Food Safety and Standards Act, 2006, in conjunction with the Food Safety and Standards (Food Products Standards and Food Additives) Regulations, 2011.
- As a result of this violation, they were directed to pay a fine of Rs. 2,00,000 under Section 52 of the Act.
- The petitioners filed an appeal under Section 70 of the Act before the Food Safety Appellate Tribunal in Jaipur, but the appeal has not been addressed due to the absence of a Presiding Officer in the Tribunal.

Legal issues and arguments
- The petitioners' counsel argued that the lack of a Presiding Officer in the Appellate Tribunal has hindered the hearing of their appeal.
- The counsel referenced an interim order from a previous case (S.B.Civil Writ Petition No.12593/2020) that may support their position.

Court's reasoning
- The court issued a notice for the writ petition and the stay application to the respondents, with a return date set for 9th August 2021.
- The court restrained the respondent from taking any recovery actions based on the order dated 24th February 2021 until the matter is resolved.

Decision or judgment
- The court's order includes issuing notices and restraining the respondent from recovery actions, indicating a temporary relief for the petitioners while the appeal process is pending.",High Court of Judicature for Rajasthan,"['M/s Varun Beverages Ltd., Plot No. 2, Surjpur Bypass, Greater Noida, District Gautambudh Nagar (U.p.) Through Its Authorized Representative Shree S.d. Pandey', 'M/s Varun Beverages Ltd., F-26, M.i.a. (Extension), In Front Of Avvnl Power House, Madadi, Udaipur Through Its Authorized Representative Shree S.d. Pandey', 'Shri Vishwash Nagori S/o Shri Santosh Nagori, M/s Chitransh Agency Jk Road Sharda Petrol Pump Ke Pass Banjara Basti Nibaheda Chittorghar', 'Ms. Lalita Nagori W/o Shri Vishwash Nagori, Owner Of M/s Chitransh Agency Jk Road Sharda Petrol Pump Ke Pass Banjara Basti Nibaheda Chittorghar', 'Pankaj Mehta S/o Tejsingh Mehta, Nominee M/s Varun Beverages Ltd. F-26, M.i.a. (Extension), In Front Of Avvnl Power House, Madadi, Udaipur', 'Manish Bhatnakar S/o Santosh Batnakar, M/s Varun Beverages Ltd. .plot No. 2, Surjpur Bypass, Greater Noida, District Gautambudh Nagar (U.p.)']","['State Of Rajasthan, Through Food Safety Officer, Office Of Chief Medical And Health Officer, Jaipur.']",['Ashok Kumar Gaur'],02-07-2021,[],"['Rajasthan', 'Jaipur', 'Udaipur', 'Greater Noida', 'Gautambudh Nagar', 'Chittorghar']","['Section 26 of Food Safety and Standards Act, 2006', 'Section 52 of Food Safety and Standards Act, 2006', 'Section 70 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006', 'Food Safety and Standards (Food Products Standards and Food Additives) Regulations, 2011']",['Sanpreet Singh Chabra & Ors. Vs. State of Rajasthan & Ors.'],"The petitioners were found guilty of violating sub-section 2(ii) of Section 26 of the Food Safety and Standards Act, 2006, and were directed to pay a fine of Rs. 2,00,000. They filed an appeal under Section 70 of the Act before the Food Safety Appellate Tribunal, Jaipur, which was not taken up due to the absence of a Presiding Officer.",Civil Writ Petition,
M_S_Varun_Beverages_Ltd_vs_State_Of_Rajasthan_on_2_July_2021.PDF,"Case overview
- The case is M/S Varun Beverages Ltd vs State Of Rajasthan, decided on 2 July 2021 by the High Court of Judicature for Rajasthan, Bench at Jaipur.
- The petitioners include M/s Varun Beverages Ltd and its representatives, as well as individuals associated with the company.

Key facts
- The petitioners were found guilty of violating sub-section 2(ii) of Section 26 of the Food Safety and Standards Act, 2006, along with the Food Safety and Standards (Food Products Standards and Food Additives) Regulations, 2011.
- As a result of this violation, they were directed to pay a fine of Rs. 2,00,000 under Section 52 of the Act.
- The petitioners filed an appeal under Section 70 of the Act before the Food Safety Appellate Tribunal in Jaipur.
- At the time of the hearing, there was no Presiding Officer in the Appellate Tribunal, causing a delay in the appeal process.

Legal issues and arguments
- The petitioners argued that their appeal could not be heard due to the absence of a Presiding Officer in the Appellate Tribunal.
- They referenced an interim order from a previous case (S.B.Civil Writ Petition No.12593/2020) that may support their position.

Court's reasoning
- The court issued a notice for the writ petition and the stay application to the respondents, with a return date set for 9th August 2021.
- The court restrained the respondent from taking any recovery actions based on the order dated 24th March 2021.

Decision or judgment
- The matter was listed to be heard along with another related case (S.B.Civil Writ Petition No.6752/2021).",High Court of Judicature for Rajasthan,"['M/s Varun Beverages Ltd., B Prithviraj Road New Delhi 110020. Through Its Authorized Representative Shree S.d. Pandey', 'M/s Varun Beverages Ltd., At Asplal- 1-159, Riico Industrial Area Phase Iii, Bornada Jodhpur 342007 Through Its Authorized Representative Shree S.d. Pandey', 'Satya Prakash Chauhan S/o Maniram, R/o H.no 51/111/1 Fb J.p Colony West Arjun Nagar Police Station Shahganj Agra Up 282001 Nominee Of M/s Varun Beverages Ltd., At Asplal - 1-159, Riico Industrial Area Phase III, Bornada, Jodhpur', 'Prem Prakash S/o Ishwardas, Proprietor Of M/s Prem Agencies At In Front F Gurudwara Pratapnagar Chittorghar R/o 49, Vishvnarayan Colony Pratapnagar Chittorghar']","['State Of Rajasthan, Through Food Safety Officer, Office Of Chief Medical And Health Officer, Jaipur.']",['Ashok Kumar Gaur'],02-07-2021,[],"['Jaipur', 'Jodhpur', 'Agra', 'Chittorghar']","['Section 26 of Food Safety and Standards Act, 2006', 'Section 52 of Food Safety and Standards Act, 2006', 'Section 70 of Food Safety and Standards Act, 2006']","['Food Safety and Standards Act, 2006', 'Food Safety and Standards (Food Products Standards and Food Additives) Regulations, 2011']",['Sanpreet Singh Chabra & Ors. Vs. State of Rajasthan & Ors.'],"The petitioners were found guilty of violating sub-section 2(ii) of Section 26 of the Food Safety and Standards Act, 2006 and were directed to pay a fine of Rs. 2,00,000. They filed an appeal under Section 70 of the Act before the Food Safety Appellate Tribunal, Jaipur, which was not taken up due to the absence of a Presiding Officer.",Civil Writ Petition,
Nandhi_Dall_Mill_vs_The_Food_Safety_Officer_on_19_April_2018.PDF,"Case overview: The case involves Nandhi Dall Mill, represented by its General Manager, Mr. B. Selvarathinam, appealing against an order from a learned Single Judge regarding a fine imposed by the Food Safety Officer for manufacturing a sub-standard product. 

Key facts: Following a surprise inspection, a sub-standard product was found, leading to its seizure and analysis. The appellant was fined Rs. 1,00,000 for this violation. The appellant filed an appeal with the Food Safety Appellate Tribunal, which was not processed due to the non-functioning of the tribunal. Consequently, the appellant filed a writ petition in the High Court.

Legal issues and arguments: The appellant contended that the learned Single Judge's order to deposit the fine amount was unjust, especially since the appeal was filed in a timely manner. The appellant argued that the deposit should not be required while the appeal was pending.

Court's reasoning: The court noted that the learned Single Judge's directive to deposit the amount was not a penalty but a requirement to keep the amount in a separate account pending the appeal's resolution. The court emphasized that the appellate authority would decide on the return of the deposit based on its findings, and thus found no illegality in the Single Judge's order.

Decision or judgment: The writ appeal was dismissed, and the appellant was granted an additional four weeks to deposit the Rs. 1,00,000 as directed. The court also dismissed the connected miscellaneous petition.",High Court of Judicature at Madras,['Nandhi Dall Mill'],"['The Food Safety Officer', 'The District Revenue Officer', 'The Registrar Food Safety Appellate Tribunal']","['Huluvadi G. Ramesh', 'M. Dhandapani']",19-04-2018,[],"['Salem District', 'Chennai']",[],[],[],"Nandhi Dall Mill was fined Rs.1,00,000/- for manufacturing a sub-standard product after a surprise inspection. The appellant preferred an appeal which was not yet numbered due to non-functioning of the appellate authority. The learned Single Judge directed the appellant to deposit the fine amount as a condition for the appeal, which led to the writ appeal.",Writ Appeal,in favour of respondent
Nand_Kishore_Gupta_vs_State_Of_U_P_And_Another_on_13_January_2023.PDF,"Case overview
- The case is titled Nand Kishore Gupta vs State of U.P. and Another, decided on 13 January 2023 by the High Court of Judicature at Allahabad. 
- The application was filed under Section 482 of the Criminal Procedure Code (Cr.P.C.) to quash an order dated 8 February 2021 by the Additional Sessions Judge, Gorakhpur, related to G.T. No. 148 of 2011 arising from Case Crime No. 406 of 2010.

Key facts
- The First Information Report (FIR) was lodged on 25 March 2010 against Nand Kishore Gupta and others under various sections including 419, 420 of the Indian Penal Code (IPC) and the Food Adulteration Act, 1954.
- The allegations included the preparation of spurious Khoya harmful to health, with a police raid leading to the arrest of several individuals and the recovery of various sweetmeat products.
- A chemical examination later revealed that the sample was not adulterated, leading to the removal of certain charges and the filing of a charge sheet under Sections 419, 420 IPC and Section 3(1) of the U.P. Gangster and Anti Social Activities (Prevention) Act, 1986.

Legal issues and arguments
- The applicant's counsel argued that there was no evidence linking Gupta to the alleged crimes, that the charges under the Gangster Act were improperly applied, and that the Food Safety and Standards Act, 2006 should govern the case instead of the repealed Food Adulteration Act.
- The applicant claimed that the trial court failed to consider the lack of evidence and improperly rejected the discharge application.
- The prosecution contended that sufficient evidence existed to support the charges, including witness statements and the nature of the recovered items.

Court's reasoning
- The court noted that the trial court had not adequately addressed the applicant's arguments or the evidence presented in the discharge application.
- It emphasized that the trial court must exercise its judicial mind to determine if a prima facie case exists for proceeding against the accused.
- The court highlighted that the Food Safety and Standards Act is a complete code for food-related offenses and that misbranding should not invoke IPC sections like 419 and 420.

Decision or judgment
- The High Court allowed the application under Section 482 Cr.P.C., set aside the trial court's order dated 8 February 2021, and directed the trial court to reconsider the discharge application with a reasoned order after hearing both parties.",High Court of Judicature at Allahabad,['Nand Kishore Gupta'],['State of U.P. and Another'],['Syed Aftab Husain Rizvi'],13-01-2023,[],['Gorakhpur'],"['Section 3(1) of U.P. Gangster and Anti Social Activities (Prevention) Act, 1986', 'Section 419 of Indian Penal Code', 'Section 420 of Indian Penal Code', 'Section 7 of Food Adulteration Act, 1954', 'Section 16 of Food Adulteration Act, 1954']","['U.P. Gangster and Anti Social Activities (Prevention) Act, 1986', 'Food Adulteration Act, 1954', 'Food Safety and Standards Act, 2006']","['Smt. Shiv Kumari Versus State of U.P.', 'Ajay Singh and another Versus State of Chhattishgarh and another', 'P. Vijayan Versus State of Kerala and another', 'Yogesh alias Sachin Jagdish Joshi Versus State of Maharashtra', 'Pancho Versus State of Haryana', 'Sharat Babu Digumarti Versus Government (NCT of Delhi)', 'CBI Versus Akhilesh', 'Pradeep Kumar alias Pradeep Kumar Verma Versus State of Bihar and another', 'Siyaram alias Shiva Ram Versus State of U.P.', 'Smt. Shila Devi Versus State of U.P. and another']","Nand Kishore Gupta was accused of preparing spurious Khoya and sweets harmful to health. The FIR was lodged under various sections including the Food Adulteration Act, which was later replaced by the Food Safety and Standards Act. The chemical examination found no adulteration, leading to arguments about the applicability of the Indian Penal Code versus the Food Safety and Standards Act. The trial court rejected Gupta's discharge application, prompting this appeal.",Application under Section 482 of the Code of Criminal Procedure,in favour of appellant
